N,P,K,temperature,humidity,ph,rainfall,label
15.065214480889669,146.67345001283928,199.96947484041516,22.556540291933608,89.74269430819106,5.551462371003515,96.15111913700594,apple
11.870585884301466,135.47904872306736,190.79867195529755,21.638250891321576,92.03553365838911,5.818962018246805,120.52828959789069,apple
2.548900841346176,143.25718183061656,202.47202831987946,23.42260221962051,91.1030686522113,5.641261065093434,114.1427692948498,apple
21.257049051965208,135.64194041068848,197.5232164899589,23.853453756880757,93.31033792897618,6.2490801257231805,120.60892720104255,apple
33.53544196200601,131.2077830784773,201.34749094722932,22.969771385159007,90.32880305343515,6.223611433629188,98.79124261364754,apple
2.598247409583264,128.69871570834854,195.69390974032595,23.356425277323915,96.05431184683161,6.382636171905944,115.3040844840944,apple
21.28715805149049,130.73818796395864,193.16725021820025,20.68607344550465,88.73400036212068,6.227684764557942,107.40122957755055,apple
6.393795220989258,143.52055381186165,207.01547561020496,22.57866798608688,93.73895662229698,6.254237652578641,101.60069754085985,apple
33.01699751940141,141.04825155011548,195.90808159924205,21.620896121964964,90.35018853165796,5.882779875751949,102.95842077482023,apple
11.63231539896281,126.63194994780841,196.54712874083472,22.81284451525659,90.35102765498719,5.678365882674466,108.57478941173927,apple
9.41169529313849,140.75713002722807,205.45912274977414,23.296967587210663,93.1846876976079,5.991648427397632,103.58472066253564,apple
6.8040746868278354,139.50692964728725,193.97177888137995,23.918507251262724,93.05843762900858,5.653278026424799,103.21658127511328,apple
3.7701139700176194,145.89735141038312,204.9274556314751,23.287402438413576,92.01577573678054,5.706856788866622,120.62847660567923,apple
9.208516803758446,140.07015199999805,204.8599859881794,21.868345132623844,92.3194661729047,6.040229155035168,119.25256209616629,apple
37.82566445471616,129.73778517741925,199.99289365575044,23.340835640917188,94.0529572567307,5.986157235082206,114.13852610921876,apple
39.23871597726992,144.70747691755065,198.4591879262401,21.95914224097092,92.63389841129398,6.238866684007859,108.25485977520755,apple
24.128451540154405,148.7522867922304,199.95617441988173,22.28256782804066,94.961585321362,6.272872066513403,117.48159757951001,apple
20.410475045852085,137.79412763780456,200.545262030988,22.881605393644627,94.13285228206989,6.685818953928117,104.39978524027816,apple
11.819340708680436,135.11733001765657,197.4517026883119,20.57543052175255,98.60978975840344,6.076245762506438,105.99000320442458,apple
39.6810855806082,134.24984073109562,201.66193023546387,22.82416654539141,90.74299965952139,5.882557688117974,100.62912214470279,apple
21.38608147981206,142.9485718779516,198.6555955830874,21.28073782774469,94.32435313897749,6.4714444859408715,113.81457811618735,apple
18.585626172784902,127.91391825586786,193.6140638703064,22.71185455482399,93.09830020325957,6.014660701001325,102.06727476298451,apple
2.7880225255178797,141.80581987273257,197.9474641560469,22.78962959287063,95.53324692561137,6.062290655469446,108.63697333760683,apple
12.812000240743652,143.66094733752854,196.43261777971733,23.82453057226826,92.56035217887262,5.525016215368932,116.10291757869105,apple
30.957069629614107,138.93871643531253,203.2333730933145,22.354211732097625,91.88240601740117,6.393271495747024,107.38456014189488,apple
36.50091281402575,129.9817077805394,197.4307789348905,23.32804510673975,94.2418311882592,5.702227024234131,120.74639473977675,apple
25.776277835495584,143.72441266529137,201.6613954208199,23.744538232088598,91.56654353756383,6.157214468053623,100.55989198320484,apple
33.00841337875861,135.67809172445402,194.97757118163815,21.386676921036166,97.73440356661808,5.9750332933016175,108.91653663667323,apple
4.560977188559802,134.35557230866152,197.03613249195953,22.44580766536429,87.6712791702786,5.523956883998938,102.23158611955003,apple
38.88157699896615,120.5388781045964,201.53410494560023,21.139837480458258,95.39649126751985,6.202642307769293,127.21892263527637,apple
18.1413040946007,138.33843924614774,195.00724608244764,24.075147543505214,89.94261197855032,5.624292386379965,126.31618555117032,apple
2.9968175574733835,141.76596968497162,206.87761940814246,22.484683018387404,96.0752914492068,5.946567415348055,119.21561778393901,apple
37.55419532968334,121.52953220570582,200.50474743839425,22.118100864610273,95.34163128781626,6.38046949940551,124.62623522247375,apple
38.02678924725909,143.25137133651634,193.03174124195294,21.665833285670058,92.96211775428169,6.49694645906651,113.43053601181461,apple
20.387577427012758,138.55821985059836,206.16382057946174,23.970115053862834,91.95503014758488,6.019443743018922,117.69590578784724,apple
18.004486481267637,137.74578548659588,198.26204968657194,22.715120292268196,93.85685238335188,5.652727566464125,115.34620723101892,apple
24.778007054790564,127.23261262945475,198.6847081696127,21.262300535729672,94.3657104960282,5.615802859776703,102.54630647320131,apple
1.6191926268278845,122.84785285381153,193.04743616758003,22.37708262549002,90.5072998589753,5.541977825297656,111.99672772211252,apple
34.5606713911278,139.50903984111207,204.89893394462962,21.694966797085822,92.85275241033544,5.974319733053754,106.39438045965105,apple
35.100747968005294,130.78319045686465,194.62298530955312,21.045797751648546,90.24188563239834,6.236174861628902,107.93192792271311,apple
31.321847109751314,130.6903103758738,201.3368209153884,22.019061651581442,89.37709760813655,6.363014191389527,110.85284704646247,apple
9.51324327252081,122.66348304821157,193.26248227394032,21.85545630877075,90.7121710364477,5.659391142375866,105.1828808855979,apple
40.36356837137695,146.2256402512568,206.96193568936096,21.441992601235633,89.82858775264181,6.045017845369233,123.92391430959992,apple
9.164841992277374,121.26908656531972,201.29684375828853,21.489617551163274,92.19163928944273,5.768161606095616,110.73593590089334,apple
10.220202171438354,137.2825745611718,204.57985544967357,23.507043886698042,92.13649740391786,5.925287923667889,107.42897066575344,apple
6.623264481350948,127.08821754317333,201.4877716709673,22.058234070739918,90.74804225475188,5.6396174293963375,121.07281264309302,apple
29.37517784872415,133.32879439063845,197.9740570803846,23.96838518107033,90.3112209603451,5.995159368651105,123.91142753498306,apple
21.870764041401284,142.5510598099241,200.9477722037734,21.66055511845961,92.16960311263476,5.867774881848271,117.3889121120678,apple
4.510575426147738,143.90988013370557,201.71524696846566,22.63951741860941,90.91834829485943,5.681665931613153,103.49319590997365,apple
35.965256571858035,141.16801543870412,199.52283647611392,22.434995686466205,96.11154728420327,5.70773768741909,115.1691375959504,apple
28.238495380612424,125.74762399948008,210.9563825248424,23.059278657337444,91.03715450310284,6.219805295400221,126.00152018958124,apple
0.18312128354984125,127.47560405444239,205.62378130859798,22.49478824619404,91.75535331768151,5.81761201479872,108.08107175003208,apple
19.529162272392995,131.82136553955448,200.88571517841854,22.014499117849166,92.90424075294405,6.15167363792653,98.96779280856174,apple
30.08798603305999,123.46199479056519,204.41473680690652,21.505190134046494,93.68930528225587,5.243005147605421,114.24231948417173,apple
16.297662716284798,130.43612227680757,195.12979166282355,21.515797045079307,95.22432073362478,6.3465014298758,109.13763700777722,apple
8.884210903060858,122.70256170593896,204.59543300794564,20.95791072946665,89.84196325005637,6.38949584816802,105.39180359573663,apple
32.09976751220654,134.51528917530294,196.67311086111863,21.262064827097273,93.87268976275858,6.172066590560466,101.84266823896871,apple
15.913659182199359,133.70046816979195,203.76037847529605,21.933391058943247,95.02706512571224,6.218055322974762,103.38494873062639,apple
10.470153063638122,133.81012026259475,194.7729072201943,22.013984921974146,94.33476254504231,6.425848088729371,123.44084405778294,apple
0.44446843714165285,118.8780479820076,198.7795076234635,23.326485064735863,93.03558811475557,6.163676612080202,114.9331061113134,apple
3.3499656767290062,130.34138997014813,205.67274799779804,22.032860630219066,91.61779798835437,5.87664033416085,119.40971559123041,apple
1.994532486206771,132.3165002499766,208.0859289073947,21.726831913651477,97.25669229432572,5.685959868433306,100.73237973868629,apple
31.13286903679065,136.74583736814336,201.93121265439822,22.825162077562343,93.30440750124099,5.660768055793898,126.09533244374879,apple
34.689445251769385,127.32641491006808,200.72456112411533,21.781295985260023,92.51409223124737,6.30473148976767,103.11273722032374,apple
35.93670822615778,145.72220243323846,200.18009717522042,22.995732582468786,93.8178625365654,6.36167774312083,108.86847832877729,apple
